Source.Name;conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;clean_text
tantangan_guru_kurikulum_1.csv;1.52646e+18;Tue May 17 10:11:51 +0000 2022;3;@rahmatsn Cocok ketua kedua ortu saya guru SD. 4 org kakak saya sekolahnya kelar semua. Petani terbantu dgn KUD. Btw Era Pk Harto udah kuliah bah jadi segan kali awak. Sering ngeledekin pula.;1.52651e+18;;rahmatsn;in;;0;2;0;https://x.com/undefined/status/1526505770262863873;9.46072e+17;;cocok ketua dua ortu saya guru sd org kakak saya sekolah kelar semua tani bantu kud btw era pk harto kuliah bah segan kali awak sering ngeledekin pula
tantangan_guru_kurikulum_1.csv;1.52646e+18;Tue May 17 08:18:37 +0000 2022;2;@rahmatsn @TongSate Kayanya dia menderita banget mungkin keluarganya termasuk yg dibatasi krn terlibat G30S makanya hidupnya susah ;1.52648e+18;;rahmatsn;in;;0;0;1;https://x.com/undefined/status/1526477274262171648;131829664.0;;kaya dia derita sangat mungkin keluarga masuk batas krn libat g s makanya hidup susah
tantangan_guru_kurikulum_1.csv;1.52646e+18;Tue May 17 08:14:04 +0000 2022;1;@rahmatsn Pertanyaan orang kufur nikmat ya begonoh bang;1.52648e+18;;rahmatsn;in;;0;0;0;https://x.com/undefined/status/1526476128059535360;1.10755e+18;;tanya orang kufur nikmat begonoh bang
tantangan_guru_kurikulum_1.csv;1.52646e+18;Wed May 18 08:26:00 +0000 2022;1;@rahmatsn @BERKARYA_NET Masuk kuliah cm bayar 250rb termasuk jas almamater plus jas praktikum. Anak kami sekarang bayar 5jt/semester.;1.52684e+18;;rahmatsn;in;;0;0;0;https://x.com/undefined/status/1526841520284127233;1.37799e+18;;masuk kuliah cm bayar rb masuk jas almamater plus jas praktikum anak kami sekarang bayar jt semester
tantangan_guru_kurikulum_1.csv;1.52646e+18;Tue May 17 11:49:18 +0000 2022;0;@rahmatsn seprtinya si eson emang bakat orang susah.;1.52653e+18;;rahmatsn;in;;0;0;0;https://x.com/undefined/status/1526530296538992640;40159779.0;;seprtinya eson emang bakat orang susah
tantangan_guru_kurikulum_1.csv;1.52646e+18;Wed May 18 22:06:23 +0000 2022;0;@rahmatsn @imbangimedia Sy berempat bersaudara sarjana semua Krn biaya kuliah murah di era p harto beda dgn jaman Kuya eson semua serba mahal baik PTN maupun PTS;1.52705e+18;;rahmatsn;in;;0;1;0;https://x.com/undefined/status/1527047978296688640;1.4978e+18;;sy empat saudara sarjana semua krn biaya kuliah murah era p harto beda jaman kuya eson semua serba mahal baik ptn maupun pts
tantangan_guru_kurikulum_1.csv;1.52646e+18;Sun May 22 07:00:22 +0000 2022;0;@rahmatsn @BERKARYA_NET Orderx baru sy bisa merasakan sekolah gratis bahan dpt fasilitas dr ujung rambut smpe ujung kaki smua gratis faham skrg jilat tu pantat...;1.52827e+18;;rahmatsn;in;;0;0;0;https://x.com/undefined/status/1528269520267530241;1.08337e+18;;orderx baru sy bisa rasa sekolah gratis bahan dpt fasilitas ujung rambut smpe ujung kaki smua gratis faham skrg jilat tu pantat
tantangan_guru_kurikulum_10.csv;1.84822e+18;Mon Oct 21 06:43:20 +0000 2024;110;@elisa_jkt kalau gak salah sekolah ada penilaian dimana kalau anak didik gak naik kelas / lulus jadi nilai bruk sekolah guru gak bisa negur / kasih hukuman ortu sekarang anak nya dihukum (walau bkn fisik) malah membela. kombinasi yang sempurna.;1.84825e+18;;Hasta__Asta;in;;1;5;7;https://x.com/undefined/status/1848253720905347328;1497759392.0;;kalau gak salah sekolah ada nilai mana kalau anak didik gak naik kelas lulus nilai bruk sekolah guru gak bisa negur kasih hukum ortu sekarang anak hukum walau bkn fisik malah bela kombinasi sempurna
tantangan_guru_kurikulum_10.csv;1.84822e+18;Mon Oct 21 10:43:03 +0000 2024;42;@Hasta__Asta @elisa_jkt Ank kls 7 aj msih ada yg gk hafal perkalian pembagian angka 2 pdhl Pdhl dlu zamanku kls 2 udh wajib bisa perkalian. Tiap hari mencongak skrg mana ada mencongak? ;1.84831e+18;;Hasta__Asta;in;;2;6;0;https://x.com/undefined/status/1848314047701328285;3813883572.0;;ank kls aj msih ada hafal kali bagi angka pdhl pdhl dlu zaman kls udh wajib bisa kali tiap hari congak skrg mana ada congak
tantangan_guru_kurikulum_10.csv;1.84822e+18;Mon Oct 21 09:41:40 +0000 2024;14;@Hasta__Asta @elisa_jkt aku juga guru les sempet kaget anaknya nggak bisa perkalian padahal kelas 2 SMP untungnya mereka semangat belajar pas sm aku harus dibikin fun tp ttp teges jadi sekarang udh bisa. cuman ya gitu dr seminggu sekali les sampe 3 kali seminggu minimal;1.8483e+18;;Hasta__Asta;in;;0;1;1;https://x.com/undefined/status/1848298597747663166;1.63194e+18;;aku guru les sempet kaget anak nggak bisa kali padahal kelas smp untung mereka semangat ajar pas sm aku harus bikin fun tapi ttp teges sekarang udh bisa cuman begitu minggu sekali les sampe kali minggu minimal
tantangan_guru_kurikulum_10.csv;1.84822e+18;Wed Oct 23 03:04:29 +0000 2024;0;@Hasta__Asta @elisa_jkt Dulu aku sd kelas 3 udh belajar perkalian deh Setiap hari test perkalian setiap mau pulang kalo ga bisa yaa lama pulangnya wkwk;1.84892e+18;;Hasta__Asta;in;;0;1;0;https://x.com/undefined/status/1848923420677091837;1.19861e+18;;dulu aku sd kelas udh ajar kali tiap hari test kali tiap mau pulang kalo bisa yaa lama pulang
tantangan_guru_kurikulum_10.csv;1.84822e+18;Mon Oct 21 11:31:07 +0000 2024;3;@Hasta__Asta @elisa_jkt Ini bener bnget. Aku ngelesi anak klas 8 aja kesusahan perkalian apalagi pembagian. Misal hari ini materi ini besok diulangi lupa. Yg sd juga banyak klas 4 baca blom lancar hitung apalagi. Miris liatnya krn dulu aku ada temen gk bisa baca tinggal klas pas klas 2;1.84833e+18;;Hasta__Asta;in;;0;0;1;https://x.com/undefined/status/1848326145042948368;1.26143e+18;;bener bnget aku ngelesi anak klas susah kali apalagi bagi misal hari materi besok ulang lupa sd banyak klas baca blom lancar hitung apalagi miris liat krn dulu aku ada temen bisa baca tinggal klas pas klas
