Source.Name;conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;clean_text
respon_orang_tua_terhadap_kurikulum_baru_1.csv;1.83723e+18;Fri Sep 20 21:16:38 +0000 2024;22;@ikhwanuddin Kebanyakan org tua menyekolahkan anak itu alasannya krn sibuk kerja ga punya waktu utk mendidik anak. Jdnya ortu tau beres aja sama guru dan sekolah.;1.83724e+18;;ikhwanuddin;in;;0;3;0;https://x.com/undefined/status/1837239469076087109;456016525.0;;banyak org tua sekolah anak alas krn sibuk kerja punya waktu utk didik anak jdnya ortu tau beres sama guru sekolah
respon_orang_tua_terhadap_kurikulum_baru_1.csv;1.83723e+18;Sat Sep 21 01:44:10 +0000 2024;17;@ikhwanuddin Kami dulu diinterview diinterview oleh kepala sekolah saat anak test masuk SD. Ditanya jam berangkat/pulang kerja sering lembur gak? Komitmen nemenin anak saat ngerjain homework komitmen untuk membatasi screen time anak.;1.83731e+18;;ikhwanuddin;in;;0;0;2;https://x.com/undefined/status/1837306797306302765;1.81662e+18;;kami dulu diinterview diinterview oleh kepala sekolah saat anak test masuk sd tanya jam berangkat pulang kerja sering lembur gak komitmen nemenin anak saat ngerjain homework komitmen batas screen time anak
respon_orang_tua_terhadap_kurikulum_baru_1.csv;1.83723e+18;Fri Sep 20 23:15:35 +0000 2024;8;@ikhwanuddin setuju. faktor sleep well kadang suka terlewat oleh orang tua padahal tidur yg cukup itu berpengaruh ke performa anak saat di sekolah atau saat belajar.;1.83727e+18;;ikhwanuddin;in;;0;0;2;https://x.com/undefined/status/1837269402523406577;285922061.0;;tuju faktor sleep well kadang suka lewat oleh orang tua padahal tidur cukup pengaruh performa anak saat sekolah saat ajar
respon_orang_tua_terhadap_kurikulum_baru_1.csv;1.83723e+18;Sat Sep 21 00:59:43 +0000 2024;3;@ikhwanuddin Pesan yg bagus untuk ortu yg masukin anaknya ke pesantren atau boarding school dgn alasan yg sama;1.8373e+18;;ikhwanuddin;in;;0;0;1;https://x.com/undefined/status/1837295610288034280;181822588.0;;pesan bagus ortu masukin anak pesantren boarding school alas sama
respon_orang_tua_terhadap_kurikulum_baru_1.csv;1.83723e+18;Sat Sep 21 01:00:30 +0000 2024;5;@ikhwanuddin Lingkungan : Guru Murid Ortu sejalan dlm proses pendidikan. Sekolah Nyaman untuk belajar bagi siswa tdk ada bullying antar siswa. Kontrol Guru terhadap Siswa di sekolah berjalan. Tanggung jawab pendidikan Anak pada Orang bukan Guru sekolah hanya membantu;1.8373e+18;;ikhwanuddin;in;;0;0;0;https://x.com/undefined/status/1837295808456315272;1.61975e+18;;lingkung guru murid ortu jalan dlm proses didik sekolah nyaman ajar bagi siswa ada bullying antar siswa kontrol guru hadap siswa sekolah jalan tanggung jawab didik anak orang bukan guru sekolah hanya bantu
respon_orang_tua_terhadap_kurikulum_baru_1.csv;1.83723e+18;Sat Sep 21 14:01:43 +0000 2024;3;"@ikhwanuddin Dosen ku sekaligus psikolog keluarga &amp; pasangan pernah blg salah satu standar dia milih sekolah buat anaknya adalah sekolah aware dengan parenting ngadain seminar parenting dll Sulit nuntut anak biar pinter tp ga melibatkan orang tua";1.83749e+18;;ikhwanuddin;in;;0;0;0;https://x.com/undefined/status/1837492407455166470;3162151574.0;;dosen ku sekaligus psikolog keluarga amp pasang pernah blg salah satu standar dia milih sekolah buat anak sekolah aware parenting ngadain seminar parenting dll sulit nuntut anak biar pinter tapi libat orang tua
respon_orang_tua_terhadap_kurikulum_baru_1.csv;1.83723e+18;Fri Sep 20 22:06:17 +0000 2024;1;@ikhwanuddin Setuju;1.83725e+18;;ikhwanuddin;in;;0;0;0;https://x.com/undefined/status/1837251962938826932;1.32542e+18;;tuju
respon_orang_tua_terhadap_kurikulum_baru_1.csv;1.83723e+18;Sat Sep 21 00:36:43 +0000 2024;0;"@ikhwanuddin Sekolah Internasional cuma menang marketting mahal &amp; pelayanan aja isinya tipu2. Budaya na tetap kekerasan. https://t.co/XEEW7YOpMW";1.83729e+18;;ikhwanuddin;in;;0;1;0;https://x.com/undefined/status/1837289821896855831;1.74241e+18;;sekolah internasional cuma menang marketting mahal amp layan isi tipu budaya na tetap keras
respon_orang_tua_terhadap_kurikulum_baru_10.csv;1.73296e+18;Mon Dec 11 00:22:13 +0000 2023;11;@karinyoo setuju bgt ngajarin anak di era digital ini semakin sulit tantangannya udh beda dgn jaman wkt gw belajar tnp akses Internet disrh ngerjain tugas sekolah andalannya tanya google atau tiktok semua serba dianggap remeh wassalam;1.73401e+18;;karinyoo;in;;0;1;0;https://x.com/undefined/status/1734005632775397377;74373080.0;;tuju bgt ngajarin anak era digital makin sulit tantang udh beda jaman wkt gw ajar tnp akses internet disrh ngerjain tugas sekolah andal tanya google tiktok semua serba anggap remeh wassalam
respon_orang_tua_terhadap_kurikulum_baru_10.csv;1.73296e+18;Fri Dec 08 03:23:06 +0000 2023;9;@karinyoo realitanya kl d daerah kecil tantangannya bermacam2 kak;1.73296e+18;;karinyoo;in;;0;1;0;https://x.com/undefined/status/1732963990052143477;1.18839e+18;;realitanya kl d daerah kecil tantang macam kak
