Source.Name;conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;clean_text
kurikulum_2013_1.csv;1.9118e+18;Tue Apr 15 16:59:37 +0000 2025;8.0;@mardhsalma @tanyarlfes aku bukan guru tapi sebagai mantan siswa yang ngerasain beberapa kurikulum termasuk k13 aku harus setuju sama statement kamu mba. kembalikan k13 dengan revisi sesuai dengan perkembangan zaman sekarang yang serba teknologi biar generasi kedepannya bisa siap;1.91219e+18;;mardhsalma;in;;0.0;0.0;0.0;https://x.com/undefined/status/1912189076339585061;2905582207.0;;aku bukan guru tapi bagai mantan siswa ngerasain beberapa kurikulum masuk k aku harus tuju sama statement kamu mba kembali k revisi sesuai kembang zaman sekarang serba teknologi biar generasi depan bisa siap
kurikulum_2013_1.csv;1.9118e+18;Tue Apr 15 13:43:49 +0000 2025;7.0;@mardhsalma @tanyarlfes yg penting matpel informatika ga dihapus lagi kayak di k13 :');1.91214e+18;;mardhsalma;in;;0.0;1.0;0.0;https://x.com/undefined/status/1912139801207119928;586321290.0;;penting matpel informatika hapus kayak k
kurikulum_2013_1.csv;1.9118e+18;Tue Apr 15 07:10:50 +0000 2025;5.0;@mardhsalma @tanyarlfes Setuju sbg guru jg gue lebih milih kurtilas. Lebih jelas KI-KDnya.;1.91204e+18;;mardhsalma;in;;0.0;0.0;0.0;https://x.com/undefined/status/1912040905298636975;1310245590.0;;tuju sbg guru saya lebih milih kurtilas lebih jelas ki kdnya
kurikulum_2013_1.csv;1.9118e+18;Tue Apr 15 04:15:58 +0000 2025;4.0;@mardhsalma @tanyarlfes Meanwhile dulu di SMA-ku setelah Kurtilas satu semester penuh dan abis itu dihapus karena banyak diprotes sampai ada memenya guru dan siswa sama2 pada kesenengan semester 2 balik pada pakai KTSP lagi tapi ya cara belajarnya jadi campur KTSP + Kurtilas;1.912e+18;;mardhsalma;in;;0.0;0.0;0.0;https://x.com/undefined/status/1911996897042342082;7.27444e+17;;meanwhile dulu sma ku telah kurtilas satu semester penuh abis hapus banyak protes sampai ada memenya guru siswa sama neng semester balik pakai ktsp tapi cara ajar campur ktsp kurtilas
kurikulum_2013_1.csv;1.9118e+18;Tue Apr 15 10:40:21 +0000 2025;1.0;@mardhsalma @tanyarlfes Betuuul;1.91209e+18;;mardhsalma;en;;0.0;0.0;0.0;https://x.com/undefined/status/1912093633035243909;1.39009e+18;;betul
kurikulum_2013_1.csv;1.9118e+18;Tue Apr 15 12:36:28 +0000 2025;0.0;@mardhsalma @tanyarlfes Belajar lagi ya biar paham tujuan pendidikan itu apa;1.91212e+18;;mardhsalma;in;;0.0;0.0;0.0;https://x.com/undefined/status/1912122852100440318;271793924.0;;ajar biar paham tuju didik
kurikulum_2013_1.csv;1.9118e+18;Tue Apr 15 14:19:09 +0000 2025;0.0;@mardhsalma @tanyarlfes Habbit indonesia begitu kak orang2nya suka balas budi;1.91215e+18;;mardhsalma;in;;0.0;0.0;0.0;https://x.com/undefined/status/1912148696093139011;122618236.0;;habbit indonesia begitu kak orang suka balas budi
kurikulum_2013_10.csv;1.91108e+18;Sun Apr 13 00:44:33 +0000 2025;6.0;@ahsanuz_zikri @IndoPopBase Salam dari kunci percobaan kurikulum merdeka. Pendaftaran masih ada penjurusan pas masuk udah ngga ada penjurusan;1.91122e+18;;ahsanuz_zikri;in;;0.0;1.0;2.0;https://x.com/undefined/status/1911218918946922569;1.32196e+18;;salam kunci coba kurikulum merdeka daftar masih ada jurus pas masuk ngga ada jurus
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 12:24:14 +0000 2024;29.0;@tamerlane9470 Lebih k arah nyindir jgn menitikberatkan nadiem. Nadiem di overhate krn dia mentri jkw. Pdhl kn mentri2 sblmny jg ad dosa makany knp ad yg bawa2 muhadjir am anies. Belum lg sistem yg ud dr dulu jelek;1.85305e+18;;tamerlane9470;in;;0.0;4.0;2.0;https://x.com/undefined/status/1853050552969793902;1.65377e+18;;lebih k arah nyindir jgn menitikberatkan nadiem nadiem overhate krn dia tri jkw pdhl kn tri sblmny ad dosa makany knp ad bawa muhadjir am anies lg sistem ud dulu jelek
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 10:32:22 +0000 2024;25.0;@tamerlane9470 Lebih tepatnya sih ganti menteri maka bergantilah kurikulumnya;1.85302e+18;;tamerlane9470;in;;0.0;1.0;0.0;https://x.com/undefined/status/1853022401065574778;1649528318.0;;lebih tepat sih ganti menteri maka ganti kurikulum
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 14:47:05 +0000 2024;14.0;@tamerlane9470 Penyusunan kurikulum dan penerapannya baru bisa efektif 10-15 tahun... Harusnya jangan ubah kurikulumnya mending otak-atik dimetode pembelajarannya aja supaya selalu berkembang sesuai perkembangan zaman.;1.85309e+18;;tamerlane9470;in;;0.0;1.0;1.0;https://x.com/undefined/status/1853086504442368506;1.82996e+18;;susun kurikulum terap baru bisa efektif tahun harus jangan ubah kurikulum mending otak atik metode ajar supaya selalu kembang sesuai kembang zaman
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 23:59:11 +0000 2024;16.0;@tamerlane9470 Dari dulu udah pada sadar sistemnya bobrok. Tapi yang lebih bobrok lagi adalah UN dihilangkan akibatnya fatal banget pada kualitas siswa sekarang ini;1.85323e+18;;tamerlane9470;in;;0.0;2.0;0.0;https://x.com/undefined/status/1853225444461728052;406177628.0;;dulu sadar sistem bobrok tapi lebih bobrok un hilang akibat fatal sangat kualitas siswa sekarang
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 13:41:29 +0000 2024;10.0;@tamerlane9470 sebagai alumni kurtilas dan temen2 lulusan kurtilas jadi orang semua kok kelahiran 90an masih bagus2 kualitas pendidikannya. yg 2005 keatas yg mengkhawatirkan banyak sih faktornya.;1.85307e+18;;tamerlane9470;in;;1.0;2.0;0.0;https://x.com/undefined/status/1853069993090678833;1.07051e+18;;bagai alumni kurtilas temen lulus kurtilas orang semua lahir an masih bagus kualitas didik atas khawatir banyak sih faktor
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 15:28:22 +0000 2024;6.0;@tamerlane9470 Kata guru saya waktu SD KTSP itu kurikulum yang paling bagus diantara kurikulum yang pernah ada di Indonesia;1.8531e+18;;tamerlane9470;in;;0.0;1.0;0.0;https://x.com/undefined/status/1853096891501953291;354630024.0;;kata guru saya waktu sd ktsp kurikulum paling bagus antara kurikulum pernah ada indonesia
kurikulum_2013_11.csv;1.85302e+18;Mon Nov 04 02:57:05 +0000 2024;6.0;@tamerlane9470 M Nuh sosok MU yang ga seperti tokoh2 MU yang menjadi Mendikbud. Kek AM Fadjar jauh lah;1.85327e+18;;tamerlane9470;in;;0.0;1.0;0.0;https://x.com/undefined/status/1853270211375567353;2862109627.0;;m nuh sosok mu seperti tokoh mu jadi mendikbud kek am fadjar jauh
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 12:36:05 +0000 2024;5.0;@tamerlane9470 Yah dulu juga kurikulum 1994 era Wardiman juga dianggap penyebab turunnya moralitas gara2 terlalu menitikberatkan pada sains ya sekalian itu juga.Kira2 1993 anak2 kelas dua di sawangan Depok juga bacanya blum lancar kurikulumnya masih CBSA yg katanya keseringan blajar kelompok;1.85305e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853053533895176524;1.77551e+18;;yah dulu kurikulum era wardiman anggap sebab turun moralitas gara terlalu menitikberatkan sains sekali kira anak kelas dua sawangan depok baca blum lancar kurikulum masih cbsa kata sering blajar kelompok
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 23:10:15 +0000 2024;3.0;@tamerlane9470 Gara gara di SD pake buku tema tema gitu gatau dah siapa itu Mendikbud nya;1.85321e+18;;tamerlane9470;in;;0.0;1.0;0.0;https://x.com/undefined/status/1853213126466142264;1.17999e+18;;gara gara sd pake buku tema tema begitu gatau siapa mendikbud
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 13:06:10 +0000 2024;1.0;@tamerlane9470 Berarti tepat disalahkn klo gitu krn tdk berusaha diperbaiki kan kurikulum bisa ganti klo tdk berarti stuju dg kurikulum itu..;1.85306e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853061105372868621;7.81878e+17;;arti tepat disalahkn kalau begitu krn usaha baik kurikulum bisa ganti kalau arti stuju kurikulum
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 23:12:55 +0000 2024;1.0;@tamerlane9470 Betul. Tapi seburuk apakah kurikulum 2013? Aku udah gak ngikutin kurikulum selepas tahun 2000an. Dulu perasaan dari kurikulum 1975 lanjut ke 1994 (CBSA) lalu 2004 (KBK) masih baik2 saja. Gak sempurna sih tapi OK lah...;1.85321e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853213800666939529;1.41095e+18;;betul tapi buruk apakah kurikulum aku gak ngikutin kurikulum lepas tahun an dulu asa kurikulum lanjut cbsa lalu kbk masih baik gak sempurna sih tapi ok
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 13:34:55 +0000 2024;0.0;@tamerlane9470 Era Anies pakai 3 kurikulum;1.85307e+18;;tamerlane9470;lt;;0.0;0.0;0.0;https://x.com/undefined/status/1853068342275534939;9.06303e+17;;era anies pakai kurikulum
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 14:11:12 +0000 2024;0.0;@tamerlane9470 Hidup kurikulum 1994!! Walaupun gue nggak jadi apa-apa jugak sih;1.85308e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853077471920611734;1.24998e+18;;hidup kurikulum walaupun saya nggak jugak sih
