Source.Name;conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;clean_text
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 12:42:34 +0000 2025;0.0;@araaasar WKWKWK STOP LUCU PLSS ;1.92445e+18;;araaasar;in;;0.0;1.0;0.0;https://x.com/undefined/status/1924445576109891985;1.56956e+18;;wkwkwk stop lucu plss
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 12:56:07 +0000 2025;0.0;@araaasar lucu trs traumanya apa kak;1.92445e+18;;araaasar;in;;0.0;1.0;0.0;https://x.com/undefined/status/1924448988243333394;1.56946e+18;;lucu trs trauma kak
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 13:14:20 +0000 2025;0.0;@araaasar KAK!? ;1.92445e+18;;araaasar;und;;0.0;1.0;0.0;https://x.com/undefined/status/1924453569895579687;1.58763e+18;;kak
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 13:43:23 +0000 2025;0.0;@araaasar Kakkk semangattt yaaa;1.92446e+18;;araaasar;in;;0.0;1.0;0.0;https://x.com/undefined/status/1924460880286322763;1.87374e+18;;kak semangat
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 14:49:14 +0000 2025;0.0;@araaasar kamu tuh ambil prodi guru ya?? mukanha vibes mbak2 pns guru anak esdeh yang bicaranya lemah lembut;1.92448e+18;;araaasar;in;;0.0;1.0;0.0;https://x.com/undefined/status/1924477453952745929;1.34924e+18;;kamu tuh ambil prodi guru mukanha vibes mbak pns guru anak esdeh bicara lemah lembut
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 12:49:17 +0000 2025;0.0;@araaasar Stressnya nembus layar;1.92445e+18;;araaasar;in;;0.0;0.0;0.0;https://x.com/undefined/status/1924447267249127518;1.71553e+18;;stressnya nembus layar
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 12:58:20 +0000 2025;0.0;@araaasar Kurba membuatku pusing ;1.92445e+18;;araaasar;in;;0.0;0.0;0.0;https://x.com/undefined/status/1924449542969393333;1321959427.0;;kurba buat pusing
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 13:25:50 +0000 2025;0.0;@araaasar KAKKK?? PLS;1.92446e+18;;araaasar;tl;;0.0;0.0;0.0;https://x.com/undefined/status/1924456463533285401;1.64278e+18;;kak pls
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 14:42:27 +0000 2025;0.0;@araaasar traumanya apa kak? kuliah di ut ;1.92448e+18;;araaasar;in;;0.0;0.0;0.0;https://x.com/undefined/status/1924475746531385365;1.51375e+18;;trauma kak kuliah ut
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 15:05:31 +0000 2025;0.0;@araaasar kak semangat kak!!! mahasiswa seumur jagung ikut kepikiran banget hahahah ️;1.92448e+18;;araaasar;in;;0.0;0.0;0.0;https://x.com/undefined/status/1924481551716458733;1.57185e+18;;kak semangat kak mahasiswa umur jagung ikut pikir sangat hahahah
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 15:50:11 +0000 2025;0.0;@araaasar Diskusi sampe gw anggurin saking pusingnya ngeliat kurba ;1.92449e+18;;araaasar;in;;0.0;0.0;0.0;https://x.com/undefined/status/1924492791239131255;1.62625e+18;;diskusi sampe gw anggurin saking pusing ngeliat kurba
kurikulum-baru_1.csv;1.92445e+18;Mon May 19 14:52:53 +0000 2025;1.0;@araaasar KAK ;1.92448e+18;;araaasar;und;;0.0;0.0;0.0;https://x.com/undefined/status/1924478369850405347;1.65119e+18;;kak
kurikulum-baru_2.csv;1.85693e+18;Thu Nov 14 08:30:29 +0000 2024;9.0;@Boediantar4 Merakyat tentu bagus tapi esensi tugas seorang Mentri bukan merakyat melainkan menghasilkan kebijakan yg benar dan berguna bagi rakyat Dulu ada presiden yg katanya merakyat dan hidup sederhana tapi hasilnya? anak menantu pamer kekayaan dgn jet pribadi dan tas ekslusif ;1.85698e+18;;Boediantar4;in;;0.0;0.0;0.0;https://x.com/undefined/status/1856977992582607133;1.6039e+18;;rakyat tentu bagus tapi esensi tugas orang tri bukan rakyat lain hasil bijak benar guna bagi rakyat dulu ada presiden kata rakyat hidup sederhana tapi hasil anak menantu pamer kaya jet pribadi tas ekslusif
